text,label
תמות,toxic
מפגר,toxic
זונה,toxic
חלאה,toxic
מסריח,toxic
כלבה,toxic
נכה,toxic
טמבל,toxic
מניאק,toxic
חזיר,toxic
בוגד,toxic
עלוב,toxic
פחדן,toxic
קנאי,toxic
שקרן,toxic
כלום,toxic
מושלם,clean
כבוד,clean
השקעה,clean
חבר,clean
אח,clean
הצלחה,clean
מדריך,clean
צודק,clean
מוזיקה,clean
אוכל,clean
לימודים,clean
בית,clean
שאלה,clean
שמחה,clean
סרטון,clean
בוקר טוב יחרא,toxic
בן,clean
יבן זונה,toxic
בן זונה בוקר טוב,toxic
בן זונה,toxic
לילה טוב בין זונה,toxic
ז-ו-נ-ה,toxic
א.פ.ס,toxic
מ.כ.ו.ע.ר,toxic
כ.ו.ס.א.מ.ק,toxic
ש-ת-ו-ק,toxic
ה-ו-מ-ו,toxic
מ ג ע י ל,toxic
ז ב ל,toxic
י-צ-ו-ר,toxic
ד@ח@ה,toxic
ח-נ-ז-י-ר,toxic
ז.ב.ל,toxic
ק_ר_י_נ_ג,toxic
ל.ו.ז.ר,toxic
ע-ל-ו-ב,toxic
ב.ה.צ.ל.ח.ה,clean
מ-ז-ל ט-ו-ב,clean
ת.ו.ד.ה רבה,clean
ש-ב-ו-ע ט-ו-ב,clean
א.ל.ו.ף,clean
ח ח ח,clean
כ-ל ה-כ-ב-ו-ד,clean
מ.ד.ה.י.ם,clean
נ.ת.ר.א.ה,clean
ס-ב-ב-ה,clean
מ.ל.ך,clean
י-פ-ה מ-א-ו-ד,clean
ג-ב-ר,clean
ע.ז.ר.ה,clean
צ.ו.ד.ק,clean
.,clean
...,clean
..,clean
....,clean
.....,clean
.......,clean
........,
.,clean
..,clean
...,clean
....,clean
?,clean
??,clean
!!!,clean
:),clean
:(,clean
.....,clean
אני חושב על זה...,clean
רק רגע.,clean
הבנתי.,clean
נו.. מה קורה?,clean
טוב...,clean
כן.,clean
לא.,clean
אולי...,clean
חחח...,clean
אה...,clean
מממ...,clean
ז-ו-נ-ה,toxic
א.פ.ס,toxic
ז.ב.ל,toxic
מ.כ.ו.ע.ר,toxic
י-צ-ו-ר,toxic
ע.ל.ו.ב,toxic
ק.ר.י.נ.ג,toxic
פ.ח,toxic
ס.ת.ו.ם,toxic
א,clean
ב,clean
ג,clean
ד,clean
ה,clean
ו,clean
ז,clean
ח,clean
ט,clean
י,clean
כ,clean
ל,clean
מ,clean
נ,clean
ס,clean
ע,clean
מ,clean
צ,clean
פ,clean
ק,clean
ר,clean
ש,clean
ת,clean
אתה ז,toxic
שלום,clean
שלום לך,clean
שלומות,clean
ברוכים הבאים,clean
בוקר טוב,clean
לילה טוב,clean
peice of shit,toxic
motherfucker,toxic
mother fucker,toxic
you shit,toxic
dogshit,toxic
1,clean
2,clean
3,clean
4,clean
5,clean
6,clean
7,clean
8,clean
9,clean
0,clean
בבקשה,clean
צא מהקבוצה בבקשה,toxic
תפסיק,toxic
נחמד,clean
טיפש,toxic
טמבל,toxic
אדיוט,toxic
מטומטם,toxic
fuck,toxic
your a peice of,clean
your a peice of shit,toxic
go fuck yourself,toxic
ימטומטם,toxic
יאדיוט,toxic
תיראי את המזדיינים האלה,toxic
מזדיינים,toxic
כוסאעמק,toxic
יאפס,toxic
כוס עמק איתכם,toxic
כוס עמק,toxic
גיי,toxic
gay,toxic
gayy,toxic
gayyy,toxic
צבעת כבר?,clean
בסדר אני שואל כי חזרתי מהסיור ואני לבד עכשיו,clean
אחי זה לא כזה עמוק בשביל לבדוק את זה,clean
עמוק,clean
חחח שמע אתה אוהב למצוץ לכל המרכזים הבוגרים,toxic
אתה אוהב למצוץ,toxic
אני חושב יותר טוב שלא יזיינו לנו את המוח על המכינה,toxic
יזיינו,toxic
אל תזיין לי תמוח,toxic
שלא יזיינו לנו את המוח,toxic
היא ניראית גברית,toxic
היא גברית,toxic
תעשה טובה ותיעלם מהעולם הזה כבר,toxic
מגיע לך שכולם שונאים אותך יא אפס,toxic
בואו נעשה עליו חרם כולם לצאת מהקבוצה,toxic
אל תנסה להיות מקובל אתה סתם יצור מביך,toxic
הלוואי שתקבל באן מהחיים האלה,toxic
מי שאל אותך בכלל? סתום ת'פה יא מושפל,toxic
איכס איך את נראית באמת עדיף שלא תצטלמי,toxic
אתה פשוט טעות אחת גדולה של הטבע,toxic
ילד כאפות נשאר ילד כאפות,toxic
אף אחד לא באמת חבר שלך כולם רק צוחקים עליך,toxic
תחתוך את הורידים ותעשה לנו שקט,toxic
מביך לראות כמה שאתה גרוע תפרוש כבר,toxic
אל תגיב פה יותר יא חתיכת זבל דוחה,toxic
הלוואי שהיו מרביצים לך כמו שמגיע לך,toxic
תראו אותו חושב שהוא מישהו הוא סתם לוזר,toxic
אני לא מסכים אבל בוא נדבר על זה בפרטי,clean
יש למישהו את הקישור לזום של מחר?,clean
אני הולך רגע לעזור בבית ואני חוזר,clean
חחחחחח איזה מצחיק זה היה!,clean
מישהו רוצה לשחק איתי בשרת?,clean
שיהיה לכולם יום טוב ומוצלח 🙏,clean
אני פה אם מישהו צריך עזרה בלימודים,clean
מתי המורה אמרה שצריך להגיש את הפרויקט?,clean
תודה רבה על הטיפ זה ממש עזר לי!,clean
מזל טוב על הסאב ה-1000 יא תותח!,clean
אני חושב שהעדכון החדש קצת איטי,clean
יש מצב שמישהו מסביר לי איך פותרים את זה?,clean
לילה טוב חברים נתראה מחר בבוקר,clean
איזה יופי של עבודה רואים שהשקעת,clean
כל הכבוד על הניצחון שיחקתם מעולה,clean
אל תתייחסו אליו הוא סתם מחפש צומי,toxic
תראו אותו חושב שהוא מבין משהו יא דפוק,toxic
מישהו שאל אותך בכלל? לך חפש חברים,toxic
איכס מה זה הפרצוף הזה באמת מביך,toxic
אף אחד לא סובל אותך פה כולם רק עושים לך הצגות,toxic
תמחוק ת'חשבון שלך ותעשה לכולנו טובה,toxic
הלוואי שתקבל באן מהחיים יא אפס מאופס,toxic
יואו איזה קרינג' אתה בא לי להקיא ממך,toxic
אתה הכישלון הכי גדול שראיתי בחיים שלי,toxic
סתמי ת'פה יא חופרת מי מקשיב לך בכלל,toxic
תראו איך הוא נראה אני מת איזה יצור,toxic
בגלל זה אין לך חברים ואתה כל היום במחשב,toxic
אל תנסה להצחיק יא מעפן זה לא הולך לך,toxic
כולם עושים עליך מיוט כי אתה רק מזיין ת'מוח,toxic
אתה פשוט בדיחה מהלכת וכולם צוחקים עליך,toxic
מישהו יודע מה השעה של האימון היום?,clean
אני הולך רגע לאכול וחוזר לשרת,clean
מה קורה חברים איך עבר היום שלכם?,clean
יש למישהו מושג איך פותרים את התרגיל הזה?,clean
אני מחכה כבר שהמשחק החדש ייצא,clean
מישהו ראה את המפתח שלי במקרה?,clean
אני חושב שהשרת קצת איטי היום,clean
הייתי בים והיה ממש כיף,clean
איפה כולם? אף אחד לא עונה בצ'אט,clean
אני מעדיף את הגרסה הישנה של האפליקציה,clean
יש מצב שמישהו שולח לי את הקישור שוב?,clean
אני הולך לישון לילה טוב לכולם,clean
מי בא לסיבוב קצר לפני שהולכים?,clean
מתי המורה אמרה שצריך להגיש את העבודה?,clean
אני לא כל כך מבין בזה אבל אני אנסה לעזור,clean
תעשה טובה לכולם ופשוט אל תבוא יותר,toxic
מישהו באמת חושב שאתה מצחיק? כולם סתם נחמדים,toxic
איזה מביך זה לראות אותך מנסה להשתלב,toxic
אף אחד לא רצה שתהיה בקבוצה הזאת מהתחלה,toxic
מגיע לך שזה קרה לך יא אפס,toxic
יואו איזה קרינג' בא לי למות מהסרטון הזה,toxic
תראו אותו חושב שהוא מלך והוא סתם ליצן,toxic
אל תדברי איתי בכלל יא חתיכת יצור דוחה,toxic
כולם פה מדברים עליך מאחורי הגב שתדע,toxic
אתה פשוט בזבוז של מקום בשרת הזה,toxic
תמחק ת'ערוץ שלך אתה עושה לעצמך פדיחות,toxic
ילד מושפל לך תבכה לאמא יא תינוק,toxic
אין לך שכל אין דאגות אה? יא חתיכת מפגר,toxic
מישהו שאל אותך? סתום ת'פה כשלא פונים אליך,toxic
כל מה שאתה עושה זה זבל אחד גדול,toxic
יש למישהו המלצה למשחק חדש בטלפון?,clean
אני לא כל כך מסכים עם מה שאמרת אבל בסדר,clean
מי רוצה לעשות סקוואד בפורטנייט?,clean
תודה על ההסבר עכשיו הבנתי יותר טוב,clean
היה ממש נחמד לפגוש אתכם היום חברים,clean
אני הולך לסיבוב עם הכלב אדבר איתכם אחר כך,clean
סליחה לא שמתי לב שכתבת לי הודעה,clean
איפה אפשר לקנות את המקלדת הזאת?,clean
בהצלחה לכל מי שיש לו מבחן מחר!,clean
אני חושב שהסרטון הקודם היה יותר מוצלח,clean
תודה על השיתוף זה ממש עזר לי,clean
אני פה אם מישהו צריך עזרה בשיעורים,clean
מתי המורה אמרה שצריך להגיש את העבודה?,clean
חחחחחחחחחחחחח אחי הרגת אותי מצחוק,clean
שיהיה לכולם המשך יום שקט ומהנה,clean
ת-פ-ר-ו-ש כבר עדיף לכולם,toxic
מי שאל אותך בכלל יא חתיכת יצור,toxic
אף אחד לא רוצה אותך פה תבין כבר,toxic
מביך לראות כמה שאתה גרוע תפסיק לנסות,toxic
יואו איזה קרינג' אתה בא לי למות,toxic
אתה פשוט בדיחה מהלכת וכולם צוחקים עליך,toxic
הלוואי שהמחשב שלך יישרף יא אפס,toxic
תראו אותו חושב שהוא מבין משהו יא דפוק,toxic
בואו נעשה עליו חרם כולם לצאת מהצ'אט,toxic
אתה הילד הכי מושפל שראיתי בחיים שלי,toxic
איכס מה זה הפרצוף הזה דוחה רצח,toxic
תעוף מפה יא סקאמר מסריח,toxic
אל תדבר איתי בכלל יא חתיכת זבל,toxic
אתה בוט מסריח לך תלמד לשחק,toxic
מגיע לך כל מה שקורה לך יא מסכן,toxic
תחתוך את הורידים ותעשה לנו טובה,toxic
איזה מכוערת באמת אל תעלי יותר סטורי,toxic
כולם פה רק עושים לך בכאילו אף אחד לא אוהב אותך,toxic
סתמי ת'פה יא חופרת מישהו מקשיב לך בכלל?,toxic
אתה אפס ותמיד תישאר אפס תשלים עם זה,toxic
ז.ו.נ.ה,toxic
א.פ.ס,toxic
מ.כ.ו.ע.ר,toxic
י-צ-ו-ר,toxic
כ-ו-ס-א-מ-ק,toxic
ש.ת.ו.ק,toxic
ל.ו.ז.ר,toxic
ע-ל-ו-ב,toxic
פ-ח,toxic
ח-נ-ז-י-ר,toxic
מה קורה חברים איך עבר היום שלכם?,clean
יש למישהו מושג איך פותרים את התרגיל?,clean
אני הולך רגע לאכול וחוזר לשרת,clean
מישהו ראה את המפתח שלי במקרה?,clean
אני חושב שהשרת קצת איטי היום,clean
מי בא לסיבוב קצר לפני שהולכים?,clean
מתי המורה אמרה שצריך להגיש את העבודה?,clean
אני לא כל כך מבין בזה אבל אנסה לעזור,clean
תודה על העזרה אחי באמת מעריך,clean
שיהיה לכולם שבוע טוב ומבורך,clean
איפה אפשר לקנות את המקלדת הזאת?,clean
סליחה לא שמתי לב שכתבת לי הודעה,clean
אחלה סרטון באיזו תוכנה אתה משתמש?,clean
מישהו רוצה לעשות סקוואד בפורטנייט?,clean
היה ממש נחמד לפגוש אתכם היום,clean
תודה על השיתוף זה ממש עזר לי להבין,clean
אני הולך לסיבוב עם הכלב אדבר איתכם אחר כך,clean
בהצלחה לכל מי שיש לו מבחן מחר,clean
אני חושב שהעדכון החדש ממש סבבה,clean
מזל טוב על הסאב ה-500 יא תותח!,clean
...,clean
..,clean
?,clean
!!!,clean
:),clean
נו מה קורה..,clean
טוב אני זז ביי,clean
אני חושב על זה...,clean
חחחחחח הרגת אותי,clean
ת.ו.ד.ה על העזרה,clean
יא נוב מסריח תפרוש מהמשחק,toxic
L ratio bozo,toxic
אתה בוט גרוע אין לך סיכוי,toxic
get good kid you are trash,toxic
איזה סקאם עשית לי יא רמאים,toxic
תראו את הלוזר הזה חושב שהוא פרו,toxic
noob player go uninstall,toxic
אתה אפס מאופס וכל הסקוואד שלך זבל,toxic
מביך כמה שאתה גרוע באמת,toxic
סתום ת'פה יא ילד מיינקראפט מושפל,toxic
מי שאל אותך בכלל? שקט יא בוט,toxic
הלוואי שיעשו לך באן לצמיתות,toxic
איזה קרינג' אתה באמת מביך,toxic
עוד פעם היצור הזה מדבר? סתום,toxic
אתה פשוט בדיחה אחת גדולה,toxic
לך תבכה לאמא יא תינוק בכיין,toxic
אין לך חברים בגלל זה אתה כל היום פה,toxic
תעוף מהקבוצה לפני שנחסום אותך,toxic
איזה מכוער באלוהים אל תצלם את עצמך,toxic
אתה פשוט כישלון וזה לא ישתנה,toxic
תמות כבר ותעשה לכולם טובה,toxic
יואו איזה סתומה היא זה לא אמיתי,toxic
מישהו ראה את הנוב הזה? אני מת,toxic
אתה סתם מחפש צומי יא פתטי,toxic
כלום לא יצא ממך יא לוזר,toxic
ז-ב-ל של בן אדם,toxic
א-פ-ס אחד,toxic
מ.כ.ו.ע.ר רצח,toxic
ס.ת.ו.ם יא יצור,toxic
ח-נ-ז-י-ר,toxic
אני לא נוב פשוט היה לי לאג במשחק,clean
מישהו רוצה לעשות טרייד הוגן?,clean
הוא לא בוט הוא פשוט שחקן חדש תהיו נחמדים,clean
אני חושב שהמשחק הזה ממש מוצלח,clean
איפה קנית את הסקין הזה? הוא נראה אש,clean
יש למישהו שרת דיסקורד מומלץ?,clean
אני הולך רגע להביא אוכל וחוזר,clean
מי בא לסיבוב קצר לפני הלימודים?,clean
תודה על המשחק היה ממש מאתגר!,clean
מזל טוב על הניצחון שיחקתם מעולה,clean
אני לא מסכים עם מה שאמרת אבל הכל טוב,clean
מישהו יודע איך משיגים את הנשק הזה?,clean
זה לא סקאם זה פשוט המחיר של זה,clean
חחחח איזה מצחיק הוא יא אללה,clean
יש מצב לעזרה במשימה הזאת?,clean
אני מחכה לעדכון החדש בקוצר רוח,clean
בהצלחה לכולם בטורניר היום!,clean
מישהו רוצה להיות חבר שלי בסקוואד?,clean
אחלה גבר תודה על הטיפים,clean
שיהיה לכולם יום נעים ושקט,clean
.,clean
...,clean
???,clean
!!,clean
:D,clean
טוב...,clean
אולי..,clean
אני אחשוב על זה...,clean
סבבה נדבר אחר כך.,clean
ת.ו.ד.ה לכולם,clean
אל תתפלא אם אף אחד לא יבוא ליומולדת שלך,toxic
אתה פשוט מעמסה על הקבוצה הזאת,toxic
כולם פה רק סובלים אותך בשקט שתדע,toxic
תראו איך הוא נראה אני מת איזה חוסר מודעות,toxic
מגיע לך כל הרע שקורה לך יא זבל,toxic
איזה יצור פתטי באמת אין לך חיים?,toxic
תחזור לחור שיצאת ממנו יא כלב,toxic
אתה הבן אדם הכי שנוא בשרת הזה,toxic
הלוואי שתתעורר ותגלה שאין לך אף חבר,toxic
בואו נעשה לו ריפורט עד שיחסמו אותו,toxic
איזה קול מעצבן יש לך פשוט תשתוק,toxic
אתה פשוט בזבוז של חמצן בעולם הזה,toxic
תראו את הלוזר הזה חושב שהוא מבין משהו,toxic
לך תבכה בפינה יא ילד כאפות,toxic
אף אחד לא באמת סופר אותך פה,toxic
תמחוק את התגובה שלך יא דפוק אתה עושה פדיחות,toxic
איכס מה זה הגוף הזה באמת עדיף שתתכסה,toxic
אתה אפס מאופס ותמיד תישאר כזה,toxic
יואו איזה סתומה היא אני לא יכול יותר,toxic
L + ratio + get a life,toxic
noob team zero help,toxic
trash player go next,toxic
אתה פשוט סקאמר מסריח אל תאמינו לו,toxic
מביך לראות כמה שאתה מנסה להצחיק,toxic
ש-ת-ו-ק כבר יא חופר,toxic
א.פ.ס אחד,toxic
מ.כ.ו.ע.ר רצח,toxic
י-צ-ו-ר דוחה,toxic
ע-ל-ו-ב,toxic
פ.ח של בן אדם,toxic
שיחקת רצח אחי איזה ביצועים!,clean
אל תדאג זה רק משחק פעם הבאה תנצח,clean
אני פה אם אתה צריך לפרוק או לדבר,clean
איזה סרטון אש באמת השקעת ברמות,clean
מישהו רוצה לעזור לי לבנות את הבית בשרת?,clean
תודה רבה על הטרייד היה הוגן לגמרי,clean
אני חושב שהעיצוב הזה ממש מיוחד,clean
מזל טוב על הדרגה החדשה יא אלוף,clean
מי בא לסיבוב קצר בדיסקורד?,clean
היה לי יום קצת קשה אני אשמח לקצת שקט,clean
שיהיה לכולם המשך ערב מהנה ורגוע,clean
יש למישהו המלצה לשיר טוב?,clean
אני לא כל כך מסכים איתך אבל מכבד,clean
תודה על העזרה בשיעורי הבית באמת הצלת אותי,clean
מישהו יודע איפה קונים את הציוד הזה?,clean
אני הולך רגע לטייל וחוזר בערב,clean
איזה כיף שכולנו משחקים ביחד,clean
בהצלחה לכולם בהגרלה של היום!,clean
חחחח איזה גבר אתה תודה,clean
אני חושב שהמערכת הזאת ממש חכמה,clean
...,clean
???,clean
!!,clean
:),clean
XD,clean
סבבה נדבר אחר כך.,clean
אולי ננסה דרך אחרת?,clean
הבנתי תודה על ההסבר.,clean
אני אחשוב על זה...,clean
ת.ו.ד.ה רבה לכולם,clean
